source_title,cor_section,text
mirror-of-matsuyama,24,"""How stupid I am! At last I understand. Your face is as like your mother's as the two sides of a melon-thus you have looked at the reflection of your face all this time, thinking that you were brought face to face with your lost mother! You are truly a faithful child. It seems at first a stupid thing to have done, but it is not really so, It shows how deep has been your filial piety, and how innocent your heart. Living in constant remembrance of your lost mother has helped you to grow like her in character. How clever it was of her to tell you to do this. I admire and respect you, my daughter, and I am ashamed to think that for one instant I believed your suspicious step-mother's story and suspected you of evil, and came with the intention of scolding you severely, while all this time you have been so true and good. Before you I have no countenance left, and I beg you to forgive me.""

And here the father wept. He thought of how lonely the poor girl must have been, and of all that she must have suffered under her step-mother's treatment. His daughter steadfastly keeping her faith and simplicity in the midst of such adverse circumstances-bearing all her troubles with so much patience and amiability-made him compare her to the lotus which rears its blossom of dazzling beauty out of the slime and mud of the moats and ponds, fitting emblem of a heart which keeps itself unsullied while passing through the world."
mirror-of-matsuyama,25,"The step-mother, anxious to know what would happen, had all this while been standing outside the room. She had grown interested, and had gradually pushed the sliding screen back till she could see all that went on. At this moment she suddenly entered the room, and dropping to the mats, she bowed her head over her outspread hands before her step-daughter.

""I am ashamed! I am ashamed!"" she exclaimed in broken tones. ""I did not know what a filial child you were. Through no fault of yours, but with a step-mother's jealous heart, I have disliked you all the time. Hating you so much myself, it was but natural that I should think you reciprocated the feeling, and thus when I saw you retire so often to your room I followed you, and when I saw you gaze daily into the mirror for long intervals, I concluded that you had found out how I disliked you, and that you were out of revenge trying to take my life by magic art. As long as I live I shall never forget the wrong I have done you in so misjudging you, and in causing your father to suspect you. From this day I throw away my old and wicked heart, and in its place I put a new one, clean and full of repentance. I shall think of you as a child that I have borne myself. I shall love and cherish you with all my heart, and thus try to make up for all the unhappiness I have caused you. Therefore, please throw into the water all that has gone before, and give me, I beg of you, some of the filial love that you have hitherto given to your own lost mother."""
mirror-of-matsuyama,26,"Thus did the unkind step-mother humble herself and ask forgiveness of the girl she had so wronged.

Such was the sweetness of the girl's disposition that she willingly forgave her step-mother, and never bore a moment's resentment or malice towards her afterwards. The father saw by his wife's face that she was truly sorry for the past, and was greatly relieved to see the terrible misunderstanding wiped out of remembrance by both the wrong-doer and the wronged.

From this time on, the three lived together as happily as fish in water. No such trouble ever darkened the home again, and the young girl gradually forgot that year of unhappiness in the tender love and care that her step-mother now bestowed on her. Her patience and goodness were rewarded at last."
momotaro-story-of-son-of-peach,1,"Long, long ago there lived, an old man and an old woman; they were
peasants, and had to work hard to earn their daily rice. The old man
used to go and cut grass for the farmers around, and while he was gone
the old woman, his wife, did the work of the house and worked in their
own little rice field."
momotaro-story-of-son-of-peach,2,"One day the old man went to the hills as usual to cut grass and the old
woman took some clothes to the river to wash.

It was nearly summer, and the country was very beautiful to see in its
fresh greenness as the two old people went on their way to work. The
grass on the banks of the river looked like emerald velvet, and the
pussy willows along the edge of the water were shaking out their soft
tassels."
momotaro-story-of-son-of-peach,3,"The breezes blew and ruffled the smooth surface of the water into
wavelets, and passing on touched the cheeks of the old couple who, for
some reason they could not explain, felt very happy that morning."
momotaro-story-of-son-of-peach,4,"The old woman at last found a nice spot by the river bank and put her
basket down. Then she set to work to wash the clothes; she took them
one by one out of the basket and washed them in the river and rubbed
them on the stones. The water was as clear as crystal, and she could
see the tiny fish swimming to and fro, and the pebbles at the bottom."
momotaro-story-of-son-of-peach,5,"As she was busy washing her clothes a great peach came bumping down the
stream. The old woman looked up from her work and saw this large peach.
She was sixty years of age, yet in all her life she had never seen such
a big peach as this."
momotaro-story-of-son-of-peach,6,"""How delicious that peach must be!"" she said to herself. ""I must
certainly get it and take it home to my old man.""

She stretched out her arm to try and get it, but it was quite out of
her reach. She looked about for a stick, but there was not one to be
seen, and if she went to look for one she would lose the peach."
momotaro-story-of-son-of-peach,7,"Stopping a moment to think what she would do, she remembered an old
charm-verse. Now she began to clap her hands to keep time to the
rolling of the peach down stream, and while she clapped she sang this
song:

  ""Distant water is bitter,
   The near water is sweet;
   Pass by the distant water
   And come into the sweet."""
momotaro-story-of-son-of-peach,8,"Strange to say, as soon as she began to repeat this little song the
peach began to come nearer and nearer the bank where the old woman was
standing, till at last it stopped just in front of her so that she was
able to take it up in her hands. The old woman was delighted. She could
not go on with her work, so happy and excited was she, so she put all
the clothes back in her bamboo basket, and with the basket on her back
and the peach in her hand she hurried homewards."
momotaro-story-of-son-of-peach,9,"It seemed a very long time to her to wait till her husband returned.
The old man at last came back as the sun was setting, with a big bundle
of grass on his back--so big that he was almost hidden and she could
hardly see him. He seemed very tired and used the scythe for a walking
stick, leaning on it as he walked along."
momotaro-story-of-son-of-peach,10,"As soon as the old woman saw him she called out:

""O Fii San! (old man) I have been waiting for you to come home for such
a long time to-day!""

""What is the matter? Why are you so impatient?"" asked the old man,
wondering at her unusual eagerness. ""Has anything happened while I have
been away?""

""Oh, no!"" answered the old woman, ""nothing has happened, only I have
found a nice present for you!""

""That is good,"" said the old man. He then washed his feet in a basin of
water and stepped up to the veranda."
momotaro-story-of-son-of-peach,11,"The old woman now ran into the little room and brought out from the
cupboard the big peach. It felt even heavier than before. She held it
up to him, saying:

""Just look at this! Did you ever see such a large peach in all your
life?""

When the old man looked at the peach he was greatly astonished and said:

""This is indeed the largest peach I have ever seen! Wherever did you
buy it?""

""I did not buy it,"" answered the old woman. ""I found it in the river
where I was washing."" And she told him the whole story."
momotaro-story-of-son-of-peach,12,"""I am very glad that you have found it. Let us eat it now, for I am
hungry,"" said the O Fii San.

He brought out the kitchen knife, and, placing the peach on a board,
was about to cut it when, wonderful to tell, the peach split in two of
itself and a clear voice said:

""Wait a bit, old man!"" and out stepped a beautiful little child.

The old man and his wife were both so astonished at what they saw that
they fell to the ground. The child spoke again:

""Don't be afraid. I am no demon or fairy. I will tell you the truth.
Heaven has had compassion on you. Every day and every night you have
lamented that you had no child. Your cry has been heard and I am sent
to be the son of your old age!"""
momotaro-story-of-son-of-peach,13,"On hearing this the old man and his wife were very happy. They had
cried night and day for sorrow at having no child to help them in their
lonely old age, and now that their prayer was answered they were so
lost with joy that they did not know where to put their hands or their
feet. First the old man took the child up in his arms, and then the old
woman did the same; and they named him MOMOTARO, OR SON OF A PEACH,
because he had come out of a peach."
momotaro-story-of-son-of-peach,14,"The years passed quickly by and the child grew to be fifteen years of
age. He was taller and far stronger than any other boys of his own age,
he had a handsome face and a heart full of courage, and he was very
wise for his years. The old couple's pleasure was very great when they
looked at him, for he was just what they thought a hero ought to be
like."
momotaro-story-of-son-of-peach,15,"One day Momotaro came to his foster-father and said solemnly:

""Father, by a strange chance we have become father and son. Your
goodness to me has been higher than the mountain grasses which it was
your daily work to cut, and deeper than the river where my mother
washes the clothes. I do not know how to thank you enough."""
momotaro-story-of-son-of-peach,16,"""Why,"" answered the old man, ""it is a matter of course that a father
should bring up his son. When you are older it will be your turn to
take care of us, so after all there will be no profit or loss between
us--all will be equal. Indeed, I am rather surprised that you should
thank me in this way!"" and the old man looked bothered."
momotaro-story-of-son-of-peach,17,"""I hope you will be patient with me,"" said Momotaro; ""but before I
begin to pay back your goodness to me I have a request to make which I
hope you will grant me above everything else.""

""I will let you do whatever you wish, for you are quite different to
all other boys!""

""Then let me go away at once!""

""What do you say? Do you wish to leave your old father and mother and
go away from your old home?""

""I will surely come back again, if you let me go now!""

""Where are you going?"""
momotaro-story-of-son-of-peach,18,"""You must think it strange that I want to go away,"" said Momotaro,
""because I have not yet told you my reason. Far away from here to the
northeast of Japan there is an island in the sea. This island is the
stronghold of a band of devils. I have often heard how they invade this
land, kill and rob the people, and carry off all they can find. They
are not only very wicked but they are disloyal to our Emperor and
disobey his laws. They are also cannibals, for they kill and eat some
of the poor people who are so unfortunate as to fall into their hands.
These devils are very hateful beings. I must go and conquer them and
bring back all the plunder of which they have robbed this land. It is
for this reason that I want to go away for a short time!"""
momotaro-story-of-son-of-peach,19,"The old man was much surprised at hearing all this from a mere boy of
fifteen. He thought it best to let the boy go. He was strong and
fearless, and besides all this, the old man knew he was no common
child, for he had been sent to them as a gift from Heaven, and he felt
quite sure that the devils would be powerless to harm him."
momotaro-story-of-son-of-peach,20,"""All you say is very interesting, Momotaro,"" said the old man. ""I will
not hinder you in your determination. You may go if you wish. Go to the
island as soon as ever you like and destroy the demons and bring peace
to the land.""

""Thank you, for all your kindness,"" said Momotaro, who began to get
ready to go that very day. He was full of courage and did not know what
fear was."
momotaro-story-of-son-of-peach,21,"The old man and woman at once set to work to pound rice in the kitchen
mortar to make cakes for Momotaro to take with him on his journey.

At last the cakes were made and Momotaro was ready to start on his long
journey."
momotaro-story-of-son-of-peach,22,"Parting is always sad. So it was now. The eyes of the two old people
were filled with tears and their voices trembled as they said:

""Go with all care and speed. We expect you back victorious!""

Momotaro was very sorry to leave his old parents (though he knew he was
coming back as soon as he could), for he thought of how lonely they
would be while he was away. But he said ""Good-by!"" quite bravely."
momotaro-story-of-son-of-peach,23,"""I am going now. Take good care of yourselves while I am away.
Good-by!"" And he stepped quickly out of the house. In silence the eyes
of Momotaro and his parents met in farewell."
momotaro-story-of-son-of-peach,24,"Momotaro now hurried on his way till it was midday. He began to feel
hungry, so he opened his bag and took out one of the rice-cakes and sat
down under a tree by the side of the road to eat it. While he was thus
having his lunch a dog almost as large as a colt came running out from
the high grass. He made straight for Momotaro, and showing his teeth,
said in a fierce way:

""You are a rude man to pass my field without asking permission first.
If you leave me all the cakes you have in your bag you may go;
otherwise I will bite you till I kill you!"""
momotaro-story-of-son-of-peach,25,"Momotaro only laughed scornfully:

""What is that you are saying? Do you know who I am? I am Momotaro, and
I am on my way to subdue the devils in their island stronghold in the
northeast of Japan. If you try to stop me on my way there I will cut
you in two from the head downwards!"""
momotaro-story-of-son-of-peach,26,"The dog's manner at once changed. His tail dropped between his legs,
and coming near he bowed so low that his forehead touched the ground.

""What do I hear? The name of Momotaro? Are you indeed Momotaro? I have
often heard of your great strength. Not knowing who you were I have
behaved in a very stupid way. Will you please pardon my rudeness? Are
you indeed on your way to invade the Island of Devils? If you will take
such a rude fellow with you as one of your followers, I shall be very
grateful to you."""
momotaro-story-of-son-of-peach,27,"""I think I can take you with me if you wish to go,"" said Momotaro.

""Thank you!"" said the dog. ""By the way, I am very very hungry. Will you
give me one of the cakes you are carrying?""

""This is the best kind of cake there is in Japan,"" said Momotaro. ""I
cannot spare you a whole one; I will give you half of one.""

""Thank you very much,"" said the dog, taking the piece thrown to him."
momotaro-story-of-son-of-peach,28,"Then Momotaro got up and the dog followed. For a long time they walked
over the hills and through the valleys. As they were going along an
animal came down from a tree a little ahead of them. The creature soon
came up to Momotaro and said:

""Good morning, Momotaro! You are welcome in this part of the country.
Will you allow me to go with you?"""
momotaro-story-of-son-of-peach,29,"The dog answered jealously:

""Momotaro already has a dog to accompany him. Of what use is a monkey
like you in battle? We are on our way to fight the devils! Get away!""

The dog and the monkey began to quarrel and bite, for these two animals
always hate each other."
momotaro-story-of-son-of-peach,30,"""Now, don't quarrel!"" said Momotaro, putting himself between them.
""Wait a moment, dog!""

""It is not at all dignified for you to have such a creature as that
following you!"" said the dog.

""What do you know about it?"" asked Momotaro; and pushing aside the dog,
he spoke to the monkey:

""Who are you?""

""I am a monkey living in these hills,"" replied the monkey. ""I heard of
your expedition to the Island of Devils, and I have come to go with
you. Nothing will please me more than to follow you!"""
momotaro-story-of-son-of-peach,31,"""Do you really wish to go to the Island of Devils and fight with me?""

""Yes, sir,"" replied the monkey.

""I admire your courage,"" said Momotaro. ""Here is a piece of one of my
fine rice-cakes. Come along!"""
momotaro-story-of-son-of-peach,32,"So the monkey joined Momotaro. The dog and the monkey did not get on
well together. They were always snapping at each other as they went
along, and always wanting to have a fight. This made Momotaro very
cross, and at last he sent the dog on ahead with a flag and put the
monkey behind with a sword, and he placed himself between them with a
war-fan, which is made of iron."
momotaro-story-of-son-of-peach,33,"By and by they came to a large field. Here a bird flew down and
alighted on the ground just in front of the little party. It was the
most beautiful bird Momotaro had ever seen. On its body were five
different robes of feathers and its head was covered with a scarlet cap."
momotaro-story-of-son-of-peach,34,"The dog at once ran at the bird and tried to seize and kill it. But the
bird struck out its spurs and flew at the dog's tail, and the fight
went hard with both.

Momotaro, as he looked on, could not help admiring the bird; it showed
so much spirit in the fight. It would certainly make a good fighter."
momotaro-story-of-son-of-peach,35,"Momotaro went up to the two combatants, and holding the dog back, said
to the bird:

""You rascal! you are hindering my journey. Surrender at once, and I
will take you with me. If you don't I will set this dog to bite your
head off!"""
momotaro-story-of-son-of-peach,36,"Then the bird surrendered at once, and begged to be taken into
Momotaro's company.

""I do not know what excuse to offer for quarreling with the dog, your
servant, but I did not see you. I am a miserable bird called a
pheasant. It is very generous of you to pardon my rudeness and to take
me with you. Please allow me to follow you behind the dog and the
monkey!"""
momotaro-story-of-son-of-peach,37,"""I congratulate you on surrendering so soon,"" said Momotaro, smiling.
""Come and join us in our raid on the devils.""

""Are you going to take this bird with you also?"" asked the dog,
interrupting.

""Why do you ask such an unnecessary question? Didn't you hear what I
said? I take the bird with me because I wish to!""

""Humph!"" said the dog."
momotaro-story-of-son-of-peach,38,"Then Momotaro stood and gave this order:

""Now all of you must listen to me. The first thing necessary in an army
is harmony. It is a wise saying which says that 'Advantage on earth is
better than advantage in Heaven!' Union amongst ourselves is better
than any earthly gain. When we are not at peace amongst ourselves it is
no easy thing to subdue an enemy. From now, you three, the dog, the
monkey and the pheasant, must be friends with one mind. The one who
first begins a quarrel will be discharged on the spot!"""
momotaro-story-of-son-of-peach,39,"All the three promised not to quarrel. The pheasant was now made a
member of Momotaro's suite, and received half a cake.

Momotaro's influence was so great that the three became good friends,
and hurried onwards with him as their leader."
momotaro-story-of-son-of-peach,40,"Hurrying on day after day they at last came out upon the shore of the
North-Eastern Sea. There was nothing to be seen as far as the
horizon--not a sign of any island. All that broke the stillness was the
rolling of the waves upon the shore."
momotaro-story-of-son-of-peach,41,"Now, the dog and the monkey and the pheasant had come very bravely all
the way through the long valleys and over the hills, but they had never
seen the sea before, and for the first time since they set out they
were bewildered and gazed at each other in silence. How were they to
cross the water and get to the Island of Devils?"
momotaro-story-of-son-of-peach,42,"Momotaro soon saw that they were daunted by the sight of the sea, and
to try them he spoke loudly and roughly:

""Why do you hesitate? Are you afraid of the sea? Oh! what cowards you
are! It is impossible to take such weak creatures as you with me to
fight the demons. It will be far better for me to go alone. I discharge
you all at once!"""
momotaro-story-of-son-of-peach,43,"The three animals were taken aback at this sharp reproof, and clung to
Momotaro's sleeve, begging him not to send them away.

""Please, Momotaro!"" said the dog.

""We have come thus far!"" said the monkey.

""It is inhuman to leave us here!"" said the pheasant.

""We are not at all afraid of the sea,"" said the monkey again.

""Please do take us with you,"" said the pheasant.

""Do please,"" said the dog.

They had now gained a little courage, so Momotaro said:

""Well, then, I will take you with me, but be careful!"""
momotaro-story-of-son-of-peach,44,"Momotaro now got a small ship, and they all got on board. The wind and
weather were fair, and the ship went like an arrow over the sea. It was
the first time they had ever been on the water, and so at first the
dog, the monkey and the pheasant were frightened at the waves and the
rolling of the vessel, but by degrees they grew accustomed to the water
and were quite happy again. Every day they paced the deck of their
little ship, eagerly looking out for the demons' island."
momotaro-story-of-son-of-peach,45,"When they grew tired of this, they told each other stories of all their
exploits of which they were proud, and then played games together; and
Momotaro found much to amuse him in listening to the three animals and
watching their antics, and in this way he forgot that the way was long
and that he was tired of the voyage and of doing nothing. He longed to
be at work killing the monsters who had done so much harm in his
country."
momotaro-story-of-son-of-peach,46,"As the wind blew in their favor and they met no storms the ship made a
quick voyage, and one day when the sun was shining brightly a sight of
land rewarded the four watchers at the bow."
momotaro-story-of-son-of-peach,47,"Momotaro knew at once that what they saw was the devils' stronghold. On
the top of the precipitous shore, looking out to sea, was a large
castle. Now that his enterprise was close at hand, he was deep in
thought with his head leaning on his hands, wondering how he should
begin the attack. His three followers watched him, waiting for orders.
At last he called to the pheasant:

""It is a great advantage for us to have you with us."" said Momotaro to
the bird, ""for you have good wings. Fly at once to the castle and
engage the demons to fight. We will follow you."""
momotaro-story-of-son-of-peach,48,"The pheasant at once obeyed. He flew off from the ship beating the air
gladly with his wings. The bird soon reached the island and took up his
position on the roof in the middle of the castle, calling out loudly:

""All you devils listen to me! The great Japanese general Momotaro has
come to fight you and to take your stronghold from you. If you wish to
save your lives surrender at once, and in token of your submission you
must break off the horns that grow on your forehead. If you do not
surrender at once, but make up your mind to fight, we, the pheasant,
the dog and the monkey, will kill you all by biting and tearing you to
death!"""
momotaro-story-of-son-of-peach,49,"The horned demons looking up and only seeing a pheasant, laughed and
said:

""A wild pheasant, indeed! It is ridiculous to hear such words from a
mean thing like you. Wait till you get a blow from one of our iron
bars!"""
momotaro-story-of-son-of-peach,50,"Very angry, indeed, were the devils. They shook their horns and their
shocks of red hair fiercely, and rushed to put on tiger skin trousers
to make themselves look more terrible. They then brought out great iron
bars and ran to where the pheasant perched over their heads, and tried
to knock him down. The pheasant flew to one side to escape the blow,
and then attacked the head of first one and then another demon. He flew
round and round them, beating the air with his wings so fiercely and
ceaselessly, that the devils began to wonder whether they had to fight
one or many more birds."
momotaro-story-of-son-of-peach,51,"In the meantime, Momotaro had brought his ship to land. As they had
approached, he saw that the shore was like a precipice, and that the
large castle was surrounded by high walls and large iron gates and was
strongly fortified."
momotaro-story-of-son-of-peach,52,"Momotaro landed, and with the hope of finding some way of entrance,
walked up the path towards the top, followed by the monkey and the dog.
They soon came upon two beautiful damsels washing clothes in a stream.
Momotaro saw that the clothes were blood-stained, and that as the two
maidens washed, the tears were falling fast down their cheeks. He
stopped and spoke to them:

""Who are you, and why do you weep?""

""We are captives of the Demon King. We were carried away from our homes
to this island, and though we are the daughters of Daimios (Lords), we
are obliged to be his servants, and one day he will kill us""--and the
maidens held up the blood-stained clothes--""and eat us, and there is no
one to help us!"""
momotaro-story-of-son-of-peach,53,"And their tears burst out afresh at this horrible thought.

""I will rescue you,"" said Momotaro. ""Do not weep any more, only show me
how I may get into the castle.""

Then the two ladies led the way and showed Momotaro a little back door
in the lowest part of the castle wall--so small that Momotaro could
hardly crawl in."
momotaro-story-of-son-of-peach,54,"The pheasant, who was all this time fighting hard, saw Momotaro and his
little band rush in at the back.

Momotaro's onslaught was so furious that the devils could not stand
against him. At first their foe had been a single bird, the pheasant,
but now that Momotaro and the dog and the monkey had arrived they were
bewildered, for the four enemies fought like a hundred, so strong were
they. Some of the devils fell off the parapet of the castle and were
dashed to pieces on the rocks beneath; others fell into the sea and
were drowned; many were beaten to death by the three animals."
momotaro-story-of-son-of-peach,55,"The chief of the devils at last was the only one left. He made up his
mind to surrender, for he knew that his enemy was stronger than mortal
man.

He came up humbly to Momotaro and threw down his iron bar, and kneeling
down at the victor's feet he broke off the horns on his head in token
of submission, for they were the sign of his strength and power."
momotaro-story-of-son-of-peach,56,"""I am afraid of you,"" he said meekly. ""I cannot stand against you. I
will give you all the treasure hidden in this castle if you will spare
my life!""

Momotaro laughed."
momotaro-story-of-son-of-peach,57,"""It is not like you, big devil, to beg for mercy, is it? I cannot spare
your wicked life, however much you beg, for you have killed and
tortured many people and robbed our country for many years.""

Then Momotaro tied the devil chief up and gave him into the monkey's
charge. Having done this, he went into all the rooms of the castle and
set the prisoners free and gathered together all the treasure he found."
momotaro-story-of-son-of-peach,58,"The dog and the pheasant carried home the plunder, and thus Momotaro
returned triumphantly to his home, taking with him the devil chief as a
captive."
momotaro-story-of-son-of-peach,59,"The two poor damsels, daughters of Daimios, and others whom the wicked
demon had carried off to be his slaves, were taken safely to their own
homes and delivered to their parents.

The whole country made a hero of Momotaro on his triumphant return, and
rejoiced that the country was now freed from the robber devils who had
been a terror of the land for a long time."
momotaro-story-of-son-of-peach,60,"The old couple's joy was greater than ever, and the treasure Momotaro
had brought home with him enabled them to live in peace and plenty to
the end of their days."
money-box,1,"In a nursery where a number of toys lay scattered about, a money-box stood on the top of a very high wardrobe. It was made of clay in the shape of a pig, and had been bought of the potter. In the back of the pig was a slit, and this slit had been enlarged with a knife, so that dollars, or crown pieces, might slip through. Indeed there were two in the box, besides a number of pence. The money-pig was stuffed so full that it could no longer rattle, which is the highest state of perfection to which a money-pig can attain. There he stood upon the cupboard, high and lofty, looking down upon everything else in the room."
money-box,2,"He knew very well that he had enough inside him to buy up all the other toys, and this gave him a very good opinion of his own value. The rest thought of this fact also, although they did not express it, for there were so many other things to talk about. A large doll, still handsome, though rather old, for her neck had been mended, lay inside one of the drawers which was partly open. She called out to the others, ""Let us have a game at being men and women, that is something worth playing at."""
money-box,3,"Upon this there was a great uproar. Even the engravings, which hung in frames on the wall, turned round in their excitement. They showed that they had a wrong side to them, although they had not the least intention to expose themselves in this way, or to object to the game. It was late at night, but as the moon shone through the windows, they had light at a cheap rate. And as the game was now to begin, all were invited to take part in it, even the children's wagon, which certainly belonged to the coarser playthings. ""Each has its own value,"" said the wagon; ""we cannot all be noblemen. There must be some to do the work."""
money-box,4,"The money-pig was the only one who received a written invitation. He stood so high that they were afraid he would not accept a verbal message. But in his reply, he said, if he had to take a part, he must enjoy the sport from his own home. They were to arrange for him to do so; and so they did. The little toy theatre was therefore put up in such a way that the money-pig could look directly into it. Some wanted to begin with a comedy, and afterwards to have a tea party and a discussion for mental improvement, but they commenced with the latter first. The rocking-horse spoke of training and races. The wagon of railways and steam power, for these subjects belonged to each of their professions, and it was right they should talk of them. The clock talked politics--""tick, tick;"" he professed to know what was the time of day, but there was a whisper that he did not go correctly."
money-box,5,"The bamboo cane stood by, looking stiff and proud. He was vain of his brass ferrule and silver top, and on the sofa lay two worked cushions, pretty but stupid. When the play at the little theatre began, the rest sat and looked on; they were requested to applaud and stamp, or crack, when they felt gratified with what they saw. But the riding-whip said he never cracked for old people, only for the young who were not yet married. ""I crack for everybody,"" said the cracker.  ""Yes, and a fine noise you make,"" thought the audience, as the play went on."
money-box,6,"It was not worth much, but it was very well played, and all the characters turned their painted sides to the audience, for they were made only to be seen on one side. The acting was wonderful, excepting that sometimes they came out beyond the lamps, because the wires were a little too long. The doll, whose neck had been darned, was so excited that the place in her neck burst, and the money-pig declared he must do something for one of the players, as they had all pleased him so much. So he made up his mind to remember one of them in his will, as the one to be buried with him in the family vault, whenever that event should happen. They all enjoyed the comedy so much, that they gave up all thoughts of the tea party, and only carried out their idea of intellectual amusement, which they called playing at men and women; and there was nothing wrong about it, for it was only play."
money-box,7,"All the while, each one thought most of himself, or of what the money-pig could be thinking. His thoughts were on, as he supposed, a very distant time--of making his will, and of his burial, and of when it might all come to pass. Certainly sooner than he expected--for all at once down he came from the top of the press, fell on the ground, and was broken to pieces. Then the pennies hopped and danced about in the most amusing manner. The little ones twirled round like tops, and the large ones rolled away as far as they could, especially the one great silver crown piece who had often to go out into the world, and now he had his wish as well as all the rest of the money. The pieces of the money-pig were thrown into the dust-bin, and the next day there stood a new money-pig on the cupboard, but it had not a farthing in its inside yet, and therefore, like the old one, it could not rattle. This was the beginning with him, and we will make it the end of our story."
morraha,1,"Morraha rose in the morning, and washed his hands and face, and said his
prayers, and ate his food. He asked God to prosper the day for him;
and he went down to the brink of the sea, and he saw a currach, short
and green, coming towards him. In it there was but one youthful
champion, and he playing hurly from prow to stern of the currach. He had
a hurl of gold and a ball of silver. He stopped not until the
currach was in on the shore. He drew her up on the green grass, and
put fastening on her for a day and a year, whether he should be there
all that time, or should only be on land for an hour by the clock. And
Morraha saluted the young man in words intelligent, intelligible, such
as were spoken at that time. The other saluted him in the same
fashion, and asked him would he play a game of cards with him; and
Morraha said he had not the wherewithal. The other answered that he
was never without a candle or the making of it. He put his hand in
his pocket and drew out a table and two chairs and a pack of cards, and
they sat down on the chairs and went to the card-playing. The first game
Morraha won, and the slender red champion bade him make his claim. He said that the land above him should be filled with stock of sheep in
the morning. It was well, and he played no second game, but home he
went.

The next day Morraha went to the brink of the sea, and the young man
came in the currach and asked him would he play cards. They played,
and Morraha won. And the young man bade him make his claim. He said
that the land above should be filled with cattle in the morning. It was
well, and he played no other game, but went home."
morraha,2,"And on the third morning Morraha went to the brink of the sea, and he
saw the young man coming. And he drew up his boat on the shore, and
asked him would he play cards. And they played, and Morraha won the
game. The young man bade him give his claim. And he said he should
have a castle, and of women the finest and fairest; and they were his.
It was well, and the young man went away.

On the fourth day the woman asked him how he had found himself, and he
told her. ""And I am going out,"" said he, ""to play again to-day.""

""I cross (forbid) you go again to him. If you have won so much, you
will lose more. Have no more to do with him.""

But he went against her will, and he saw the currach coming, and the
young man was driving his balls from end to end of the currach. He had
balls of silver and a hurl of gold, and he stopped not till he drew his
boat on the shore, and made her fast for a year and a day. And Morraha
and he saluted each other. He asked Morraha if he would play a game
of cards, and they played and he won. And Morraha said to him, ""Give
your claim, now.""

Said he, ""You will hear it too soon. I lay on you the bonds of the art
of the Druid not to sleep two nights in one house, nor finish a second
meal at the one table, till you bring me the sword of light and news of
the death of Anshgayliacht."""
morraha,3,"He went down to his wife, and sat down in a chair, and gave a groan, and
the chair broke in pieces.

""It is the son of a king under spells you are,"" said his wife, ""And you
had better have taken my counsel than that the spells should be on you.""
He said to her to bring news of the death of Anshgayliacht and the sword
of light to the slender red champion.

""Go out,"" said she, ""in the morning of the morrow, and take the bridle
in the window and shake it. Whatever beast, handsome or ugly, puts
the head in it, take that one with you. Do not speak a word to her till
she speaks to you. Take with you three pint bottles of ale and three
sixpenny loaves, and do the thing she tells you. When she runs to my
father's land, on a height above the court, she will shake herself, and
the bells will ring, and my father will say Brown Allree is in the land.
And if the son of a king or queen is there, bring him to me on your
shoulders. If it is the son of a poor man, let him come no further.""

He rose in the morning, and took the bridle that was in the window and
went out and shook it, and Brown Allree came and put her head in it. And
he took the three loaves and three bottles of ale, and went riding. When he was riding, she bent her head down to take hold of her feet with
her mouth, in hopes he would speak in ignorance. He spoke not a word
during the time, and the mare at last spoke to him, and said to him to
dismount and give her her dinner. He gave her the sixpenny loaf toasted
and a bottle of ale to drink. ""Sit up, now, riding and take good heed of
yourself: there are three miles of fire I have to clear at a leap."""
morraha,4,"She cleared the three miles of fire at a leap, and asked if he were
riding, and he said he was. They went on then, and she told him to
dismount and give her a meal. He did so, and gave her a sixpenny
loaf and a bottle. She consumed them, and said to him there were
before them three miles of hill covered with steel thistles, and that
she must clear it. And she cleared the hill with a leap, and she asked
him if he were still riding, and he said he was. They went on, and she
went not far before she told him to give her a meal, and he gave her the
bread and the bottleful. And she went over three miles of sea with a
leap, and she came then to the land of the King of France. She went
up on a height above the castle, and she shook herself and neighed, and
the bells rang. The King said that it was Brown Allree was in the
land. ""Go out,"" said he, ""and if it is the son of a king or queen, carry
him in on your shoulders; if it is not, leave him there.""

They went out, and the stars of the son of a king were on his breast;
and they lifted him high on their shoulders and bore him in to the King.
And they passed the night cheerfully with playing and with drinking,
with sport and with diversion, till the whiteness of the day came upon
the morrow morning.

Then the young King told the cause of his journey, and he asked of the
Queen her counsel and consent, and to give him counsel and good luck,
and the woman told him everything she advised him to do. ""Go now,"" said
she, ""and take with you the best mare in the stable, and go to the door
of Rough Niall of the speckled rock, and knock, and call on him to give
you news of the death of Anshgayliacht and the sword of light; and let
the horse's back be to the door, and apply the spurs, and away with
you!"""
